date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:27:49	14112/14112	---M--	200	added ('OK')	font/woff	etag:W/%223720-dWSjZrdv2DcEHCS+70xVgKWt1A4%22	https://cdn.jsdelivr.net/npm/katex@0.16.9/dist/fonts/KaTeX_SansSerif-Italic.woff	C:/Users/Lucas/Documents/HTTrack%20sites/Sala%20do%20Futuro/cdn.jsdelivr.net/npm/katex@0.16.9/dist/fonts/KaTeX_SansSerif-Italic.woff	(from https://cdn.jsdelivr.net/npm/katex@0.16.9/dist/katex.min.css)
23:27:49	22364/22364	---MCZ	200	added ('OK')	font/ttf	etag:W/%22575c-mR+9wDFouxSkRHz6PlFfCabs/tw%22	https://cdn.jsdelivr.net/npm/katex@0.16.9/dist/fonts/KaTeX_SansSerif-Italic.ttf	C:/Users/Lucas/Documents/HTTrack%20sites/Sala%20do%20Futuro/cdn.jsdelivr.net/npm/katex@0.16.9/dist/fonts/KaTeX_SansSerif-Italic.ttf	(from https://cdn.jsdelivr.net/npm/katex@0.16.9/dist/katex.min.css)
23:27:49	10344/10344	---M--	200	added ('OK')	font/woff2	etag:W/%222868-5F1fT0p/L/PcqfzMLxSOeB4j8pI%22	https://cdn.jsdelivr.net/npm/katex@0.16.9/dist/fonts/KaTeX_SansSerif-Regular.woff2	C:/Users/Lucas/Documents/HTTrack%20sites/Sala%20do%20Futuro/cdn.jsdelivr.net/npm/katex@0.16.9/dist/fonts/KaTeX_SansSerif-Regular.woff2	(from https://cdn.jsdelivr.net/npm/katex@0.16.9/dist/katex.min.css)
23:27:50	12316/12316	---M--	200	added ('OK')	font/woff	etag:W/%22301c-gEYQ9MsuLq2WlLjaLshOzo0Jw40%22	https://cdn.jsdelivr.net/npm/katex@0.16.9/dist/fonts/KaTeX_SansSerif-Regular.woff	C:/Users/Lucas/Documents/HTTrack%20sites/Sala%20do%20Futuro/cdn.jsdelivr.net/npm/katex@0.16.9/dist/fonts/KaTeX_SansSerif-Regular.woff	(from https://cdn.jsdelivr.net/npm/katex@0.16.9/dist/katex.min.css)
23:27:50	19436/19436	---MCZ	200	added ('OK')	font/ttf	etag:W/%224bec-So4XoMtYqCKN1EF/vRuJnkHasEU%22	https://cdn.jsdelivr.net/npm/katex@0.16.9/dist/fonts/KaTeX_SansSerif-Regular.ttf	C:/Users/Lucas/Documents/HTTrack%20sites/Sala%20do%20Futuro/cdn.jsdelivr.net/npm/katex@0.16.9/dist/fonts/KaTeX_SansSerif-Regular.ttf	(from https://cdn.jsdelivr.net/npm/katex@0.16.9/dist/katex.min.css)
23:27:50	9644/9644	---M--	200	added ('OK')	font/woff2	etag:W/%2225ac-Y7gJWfH8Voma4hugy7zTmmywg5A%22	https://cdn.jsdelivr.net/npm/katex@0.16.9/dist/fonts/KaTeX_Script-Regular.woff2	C:/Users/Lucas/Documents/HTTrack%20sites/Sala%20do%20Futuro/cdn.jsdelivr.net/npm/katex@0.16.9/dist/fonts/KaTeX_Script-Regular.woff2	(from https://cdn.jsdelivr.net/npm/katex@0.16.9/dist/katex.min.css)
23:27:50	10588/10588	---M--	200	added ('OK')	font/woff	etag:W/%22295c-agXNyk8fcIXmB9w4vt71V1P4b9g%22	https://cdn.jsdelivr.net/npm/katex@0.16.9/dist/fonts/KaTeX_Script-Regular.woff	C:/Users/Lucas/Documents/HTTrack%20sites/Sala%20do%20Futuro/cdn.jsdelivr.net/npm/katex@0.16.9/dist/fonts/KaTeX_Script-Regular.woff	(from https://cdn.jsdelivr.net/npm/katex@0.16.9/dist/katex.min.css)
23:27:50	16648/16648	---MCZ	200	added ('OK')	font/ttf	etag:W/%224108-xvZ12oGtKcvySyz3cPeVtNosZI4%22	https://cdn.jsdelivr.net/npm/katex@0.16.9/dist/fonts/KaTeX_Script-Regular.ttf	C:/Users/Lucas/Documents/HTTrack%20sites/Sala%20do%20Futuro/cdn.jsdelivr.net/npm/katex@0.16.9/dist/fonts/KaTeX_Script-Regular.ttf	(from https://cdn.jsdelivr.net/npm/katex@0.16.9/dist/katex.min.css)
23:27:51	5468/5468	---M--	200	added ('OK')	font/woff2	etag:W/%22155c-V/pZmXShvAs31fDlzIYCMC8CtXM%22	https://cdn.jsdelivr.net/npm/katex@0.16.9/dist/fonts/KaTeX_Size1-Regular.woff2	C:/Users/Lucas/Documents/HTTrack%20sites/Sala%20do%20Futuro/cdn.jsdelivr.net/npm/katex@0.16.9/dist/fonts/KaTeX_Size1-Regular.woff2	(from https://cdn.jsdelivr.net/npm/katex@0.16.9/dist/katex.min.css)
23:27:51	6496/6496	---M--	200	added ('OK')	font/woff	etag:W/%221960-rv5mdKVlM2J8c5zXiWOY8USH4Bw%22	https://cdn.jsdelivr.net/npm/katex@0.16.9/dist/fonts/KaTeX_Size1-Regular.woff	C:/Users/Lucas/Documents/HTTrack%20sites/Sala%20do%20Futuro/cdn.jsdelivr.net/npm/katex@0.16.9/dist/fonts/KaTeX_Size1-Regular.woff	(from https://cdn.jsdelivr.net/npm/katex@0.16.9/dist/katex.min.css)
23:27:51	12228/12228	---MCZ	200	added ('OK')	font/ttf	etag:W/%222fc4-MoC6y8sSRZcf4BAXtHTHbDN8EMk%22	https://cdn.jsdelivr.net/npm/katex@0.16.9/dist/fonts/KaTeX_Size1-Regular.ttf	C:/Users/Lucas/Documents/HTTrack%20sites/Sala%20do%20Futuro/cdn.jsdelivr.net/npm/katex@0.16.9/dist/fonts/KaTeX_Size1-Regular.ttf	(from https://cdn.jsdelivr.net/npm/katex@0.16.9/dist/katex.min.css)
23:27:51	5208/5208	---M--	200	added ('OK')	font/woff2	etag:W/%221458-7hhxNjSjvoyZcnaAhVKrGVpZj0M%22	https://cdn.jsdelivr.net/npm/katex@0.16.9/dist/fonts/KaTeX_Size2-Regular.woff2	C:/Users/Lucas/Documents/HTTrack%20sites/Sala%20do%20Futuro/cdn.jsdelivr.net/npm/katex@0.16.9/dist/fonts/KaTeX_Size2-Regular.woff2	(from https://cdn.jsdelivr.net/npm/katex@0.16.9/dist/katex.min.css)
23:27:52	6188/6188	---M--	200	added ('OK')	font/woff	etag:W/%22182c-RmmP8YGb0ngm/V0txLpOH2PKzfQ%22	https://cdn.jsdelivr.net/npm/katex@0.16.9/dist/fonts/KaTeX_Size2-Regular.woff	C:/Users/Lucas/Documents/HTTrack%20sites/Sala%20do%20Futuro/cdn.jsdelivr.net/npm/katex@0.16.9/dist/fonts/KaTeX_Size2-Regular.woff	(from https://cdn.jsdelivr.net/npm/katex@0.16.9/dist/katex.min.css)
23:27:52	11508/11508	---MCZ	200	added ('OK')	font/ttf	etag:W/%222cf4-+vc/8+eVGE5UMWZv+v64qg4og00%22	https://cdn.jsdelivr.net/npm/katex@0.16.9/dist/fonts/KaTeX_Size2-Regular.ttf	C:/Users/Lucas/Documents/HTTrack%20sites/Sala%20do%20Futuro/cdn.jsdelivr.net/npm/katex@0.16.9/dist/fonts/KaTeX_Size2-Regular.ttf	(from https://cdn.jsdelivr.net/npm/katex@0.16.9/dist/katex.min.css)
23:27:52	3624/3624	---M--	200	added ('OK')	font/woff2	etag:W/%22e28-GafKrftmvSdXgQrkflx6DgBRAaE%22	https://cdn.jsdelivr.net/npm/katex@0.16.9/dist/fonts/KaTeX_Size3-Regular.woff2	C:/Users/Lucas/Documents/HTTrack%20sites/Sala%20do%20Futuro/cdn.jsdelivr.net/npm/katex@0.16.9/dist/fonts/KaTeX_Size3-Regular.woff2	(from https://cdn.jsdelivr.net/npm/katex@0.16.9/dist/katex.min.css)
23:27:52	4420/4420	---M--	200	added ('OK')	font/woff	etag:W/%221144-HaGQWm0dm8q5KwWd9ytSjepwi8s%22	https://cdn.jsdelivr.net/npm/katex@0.16.9/dist/fonts/KaTeX_Size3-Regular.woff	C:/Users/Lucas/Documents/HTTrack%20sites/Sala%20do%20Futuro/cdn.jsdelivr.net/npm/katex@0.16.9/dist/fonts/KaTeX_Size3-Regular.woff	(from https://cdn.jsdelivr.net/npm/katex@0.16.9/dist/katex.min.css)
23:27:53	7588/7588	---MCZ	200	added ('OK')	font/ttf	etag:W/%221da4-MCphsuzfgtOeZ4D0K9B+5M5nuNU%22	https://cdn.jsdelivr.net/npm/katex@0.16.9/dist/fonts/KaTeX_Size3-Regular.ttf	C:/Users/Lucas/Documents/HTTrack%20sites/Sala%20do%20Futuro/cdn.jsdelivr.net/npm/katex@0.16.9/dist/fonts/KaTeX_Size3-Regular.ttf	(from https://cdn.jsdelivr.net/npm/katex@0.16.9/dist/katex.min.css)
23:27:53	4928/4928	---M--	200	added ('OK')	font/woff2	etag:W/%221340-m+0X+5LyZQUB4imGLEDGQH4cVSg%22	https://cdn.jsdelivr.net/npm/katex@0.16.9/dist/fonts/KaTeX_Size4-Regular.woff2	C:/Users/Lucas/Documents/HTTrack%20sites/Sala%20do%20Futuro/cdn.jsdelivr.net/npm/katex@0.16.9/dist/fonts/KaTeX_Size4-Regular.woff2	(from https://cdn.jsdelivr.net/npm/katex@0.16.9/dist/katex.min.css)
23:27:53	5980/5980	---M--	200	added ('OK')	font/woff	etag:W/%22175c-j93bg1E+wiYjHr7gUHnsRfwBNXg%22	https://cdn.jsdelivr.net/npm/katex@0.16.9/dist/fonts/KaTeX_Size4-Regular.woff	C:/Users/Lucas/Documents/HTTrack%20sites/Sala%20do%20Futuro/cdn.jsdelivr.net/npm/katex@0.16.9/dist/fonts/KaTeX_Size4-Regular.woff	(from https://cdn.jsdelivr.net/npm/katex@0.16.9/dist/katex.min.css)
23:27:53	10364/10364	---MCZ	200	added ('OK')	font/ttf	etag:W/%22287c-PY2d1YoDt6RtSX9XYeYNi4RKUZk%22	https://cdn.jsdelivr.net/npm/katex@0.16.9/dist/fonts/KaTeX_Size4-Regular.ttf	C:/Users/Lucas/Documents/HTTrack%20sites/Sala%20do%20Futuro/cdn.jsdelivr.net/npm/katex@0.16.9/dist/fonts/KaTeX_Size4-Regular.ttf	(from https://cdn.jsdelivr.net/npm/katex@0.16.9/dist/katex.min.css)
23:27:53	13568/13568	---M--	200	added ('OK')	font/woff2	etag:W/%223500-egiIP//GlYxxzAGnWguZzKPktHU%22	https://cdn.jsdelivr.net/npm/katex@0.16.9/dist/fonts/KaTeX_Typewriter-Regular.woff2	C:/Users/Lucas/Documents/HTTrack%20sites/Sala%20do%20Futuro/cdn.jsdelivr.net/npm/katex@0.16.9/dist/fonts/KaTeX_Typewriter-Regular.woff2	(from https://cdn.jsdelivr.net/npm/katex@0.16.9/dist/katex.min.css)
23:27:54	16028/16028	---M--	200	added ('OK')	font/woff	etag:W/%223e9c-9ecp+k/0ZvwH4MerGXmtcMRfpdU%22	https://cdn.jsdelivr.net/npm/katex@0.16.9/dist/fonts/KaTeX_Typewriter-Regular.woff	C:/Users/Lucas/Documents/HTTrack%20sites/Sala%20do%20Futuro/cdn.jsdelivr.net/npm/katex@0.16.9/dist/fonts/KaTeX_Typewriter-Regular.woff	(from https://cdn.jsdelivr.net/npm/katex@0.16.9/dist/katex.min.css)
23:27:54	27556/27556	---MCZ	200	added ('OK')	font/ttf	etag:W/%226ba4-YpuZ+vGNl1KfIaGxAYCT5gvNBY8%22	https://cdn.jsdelivr.net/npm/katex@0.16.9/dist/fonts/KaTeX_Typewriter-Regular.ttf	C:/Users/Lucas/Documents/HTTrack%20sites/Sala%20do%20Futuro/cdn.jsdelivr.net/npm/katex@0.16.9/dist/fonts/KaTeX_Typewriter-Regular.ttf	(from https://cdn.jsdelivr.net/npm/katex@0.16.9/dist/katex.min.css)
23:27:55	27004/27004	---MC-	200	added ('OK')	application/font-woff	date:Tue,%2016%20Dec%202025%2002:27:56%20GMT	https://saladofuturo.educacao.sp.gov.br/3ac28a6ac03a9f7f3d82.woff	C:/Users/Lucas/Documents/HTTrack%20sites/Sala%20do%20Futuro/saladofuturo.educacao.sp.gov.br/3ac28a6ac03a9f7f3d82.woff	(from https://saladofuturo.educacao.sp.gov.br/css/3085.b65870be.css)
23:27:55	58/58	---M--	400	error ('Bad%20Request')	text/plain	etag:W/%223a-taO9i3TG0dz45Oeau8VRWJD4Xi8%22	https://cdn.jsdelivr.net/robots.txt		(from https://cdn.jsdelivr.net/npm/katex@0.16.9/dist/katex.min.css)
